V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17_orig,label_simple,V17
003206b_,95.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,C,2.0, G_M,Major,Major
003206b_,96.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,5.0, D_M4,Suspended,Suspended
003206b_,97.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
003206b_,98.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
003206b_,99.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
003306b_,1.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,2.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,2.0, A_m,Minor,Minor
003306b_,3.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
003306b_,4.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, C_M,Major,Major
003306b_,5.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
003306b_,6.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,2.0, F_M,Major,Major
003306b_,7.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4.0, C_M,Major,Major
003306b_,8.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
003306b_,9.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
003306b_,10.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,2.0, C_M,Major,Major
003306b_,11.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
003306b_,12.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
003306b_,13.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,1.0, G_M,Major,Major
003306b_,14.0,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,3.0, A_m7,Seventh,Seventh
003306b_,15.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, D_M7,Seventh,Seventh
003306b_,16.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,G,4.0, C_M,Major,Major
003306b_,17.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
003306b_,18.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
003306b_,19.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
003306b_,20.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
003306b_,21.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
003306b_,22.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,3.0, A_m,Minor,Minor
003306b_,23.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
003306b_,24.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
003306b_,25.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, E_m,Minor,Minor
003306b_,26.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
003306b_,27.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,D,2.0, E_m,Minor,Minor
003306b_,28.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,5.0, A_m,Minor,Minor
003306b_,29.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,2.0, A_m,Minor,Minor
003306b_,30.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3.0, G#d,Diminished,Diminished
003306b_,31.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, G#d,Diminished,Diminished
003306b_,32.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,4.0, G#d7,Diminished,Diminished
003306b_,33.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,A,2.0, G#d7,Diminished,Diminished
003306b_,34.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,35.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,D,2.0, A_m,Minor,Minor
003306b_,36.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5.0, D_m7,Seventh,Seventh
003306b_,37.0,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,E,2.0, D_m7,Seventh,Seventh
003306b_,38.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
003306b_,39.0,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
003306b_,40.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,A,1.0, E_M,Major,Major
003306b_,41.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_m,Minor,Minor
003306b_,42.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,43.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,E,2.0, C_M,Major,Major
003306b_,44.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
003306b_,45.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, C_M,Major,Major
003306b_,46.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
003306b_,47.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,2.0, F_M,Major,Major
003306b_,48.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4.0, C_M,Major,Major
003306b_,49.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
003306b_,50.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
003306b_,51.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,2.0, C_M,Major,Major
003306b_,52.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
003306b_,53.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
003306b_,54.0,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,55.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
003306b_,56.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,G,4.0, C_M,Major,Major
003306b_,57.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
003306b_,58.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
003306b_,59.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
003306b_,60.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
003306b_,61.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
003306b_,62.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,3.0, A_m,Minor,Minor
003306b_,63.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
003306b_,64.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
003306b_,65.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, E_m,Minor,Minor
003306b_,66.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
003306b_,67.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,D,2.0, E_m,Minor,Minor
003306b_,68.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,5.0, A_m,Minor,Minor
003306b_,69.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,2.0, A_m,Minor,Minor
003306b_,70.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3.0, G#d,Diminished,Diminished
003306b_,71.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, G#d,Diminished,Diminished
003306b_,72.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,4.0, G#d7,Diminished,Diminished
003306b_,73.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,2.0, G#d7,Diminished,Diminished
003306b_,74.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,75.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,2.0, A_m,Minor,Minor
003306b_,76.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5.0, D_m7,Seventh,Seventh
003306b_,77.0,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,D,2.0, D_m7,Seventh,Seventh
003306b_,78.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
003306b_,79.0,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
003306b_,80.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,1.0, E_M,Major,Major
003306b_,81.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_m,Minor,Minor
003306b_,82.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,83.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5.0, D_m7,Seventh,Seventh
003306b_,84.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, D_m7,Seventh,Seventh
003306b_,85.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,3.0, D_m,Minor,Minor
003306b_,86.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2.0, D_m,Minor,Minor
003306b_,87.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
003306b_,88.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
003306b_,89.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,90.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, A_m,Minor,Minor
003306b_,91.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5.0, D_m,Minor,Minor
003306b_,92.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, D_m,Minor,Minor
003306b_,93.0, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,D,3.0, A_M7,Seventh,Seventh
003306b_,94.0, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C#,2.0, A_M7,Seventh,Seventh
003306b_,95.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4.0, D_m,Minor,Minor
003306b_,96.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
003306b_,97.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5.0, F_M,Major,Major
003306b_,98.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, F_M,Major,Major
003306b_,99.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,3.0, G_M,Major,Major
003306b_,100.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,2.0, G_M,Major,Major
003306b_,101.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
003306b_,102.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
003306b_,103.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
003306b_,104.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M7,Seventh,Seventh
003306b_,105.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
003306b_,106.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A#,4.0, A_m,Minor,Minor
003306b_,107.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, A_m,Minor,Minor
003306b_,108.0,YES, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO,F#,2.0, A_m,Minor,Minor
003306b_,109.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
003306b_,110.0, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
003306b_,111.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,3.0, A_M,Major,Major
003306b_,112.0, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES, NO, NO,D#,2.0, A_M,Major,Major
003306b_,113.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
003306b_,114.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
003306b_,115.0, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
003306b_,116.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, A_M,Major,Major
003306b_,117.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5.0, D_m,Minor,Minor
003306b_,118.0, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2.0, D_m,Minor,Minor
003306b_,119.0, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO,E,3.0, D_m,Minor,Minor
003306b_,120.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2.0, D_m,Minor,Minor
003306b_,121.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_M,Major,Major
003306b_,122.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
003306b_,123.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,5.0, G_M7,Seventh,Seventh
003306b_,124.0, NO, NO,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO,F,2.0, G_M7,Seventh,Seventh
003306b_,125.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
003306b_,126.0,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,D,2.0, C_M,Major,Major
003306b_,127.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4.0, C_M,Major,Major
003306b_,128.0,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO,F,2.0, C_M,Major,Major
003306b_,129.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
003306b_,130.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
003306b_,131.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
003306b_,132.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,4.0, D_M,Major,Major
003306b_,133.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
003306b_,134.0,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,C,3.0, E_M,Major,Major
003306b_,135.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2.0, E_M,Major,Major
003306b_,136.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
003306b_,137.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,2.0, A_m,Minor,Minor
003306b_,138.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
003306b_,139.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, A_m,Minor,Minor
003306b_,140.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M6,Sixth,Sixth
003306b_,141.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,2.0, F_M6,Sixth,Sixth
003306b_,142.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, C_M,Major,Major
003306b_,143.0,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, C_M,Major,Major
003306b_,144.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,1.0, C_M,Major,Major
003306b_,145.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,5.0, D_m6,Sixth,Sixth
003306b_,146.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
003306b_,147.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
003306b_,148.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_M,Major,Major
003608b2,1.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
003608b2,2.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,A,2.0, B_m,Minor,Minor
003608b2,3.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,3.0, E_m6,Sixth,Sixth
003608b2,4.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, E_m6,Sixth,Sixth
003608b2,5.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4.0, F#m,Minor,Minor
003608b2,6.0, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,E,2.0, F#m,Minor,Minor
003608b2,7.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3.0, B_m,Minor,Minor
003608b2,8.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,2.0, B_m,Minor,Minor
003608b2,9.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,1.0, B_m,Minor,Minor
003608b2,10.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m6,Sixth,Sixth
003608b2,11.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,2.0, E_m6,Sixth,Sixth
003608b2,12.0, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES,E,3.0, F#M7,Seventh,Seventh
003608b2,13.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M7,Seventh,Seventh
003608b2,14.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_m,Minor,Minor
003608b2,15.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
003608b2,16.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,2.0, B_m,Minor,Minor
003608b2,17.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_m,Minor,Minor
003608b2,18.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2.0, B_m,Minor,Minor
003608b2,19.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_M7,Seventh,Seventh
003608b2,20.0, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,G,2.0, A_M7,Seventh,Seventh
003608b2,21.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
003608b2,22.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,2.0, D_M,Major,Major
003608b2,23.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C#d,Diminished,Diminished
003608b2,24.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
003608b2,25.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,2.0, D_M,Major,Major
003608b2,26.0,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,1.0, D_M,Major,Major
003608b2,27.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
003608b2,28.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
003608b2,29.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, D_M,Major,Major
003608b2,30.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,D,3.0, A_M,Major,Major
003608b2,31.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,2.0, A_M,Major,Major
003608b2,32.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
003608b2,33.0, NO,YES,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO,D,2.0, D_M,Major,Major
003608b2,34.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
003608b2,35.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,2.0, G_M,Major,Major
003608b2,36.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, E_m,Minor,Minor
003608b2,37.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
003608b2,38.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
003608b2,39.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
003608b2,40.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_m,Minor,Minor
003608b2,41.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
003608b2,42.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,A,2.0, B_m,Minor,Minor
003608b2,43.0, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,3.0, C#M,Major,Major
003608b2,44.0, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,2.0, C#M,Major,Major
003608b2,45.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4.0, F#m,Minor,Minor
003608b2,46.0, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO,E,2.0, F#m,Minor,Minor
003608b2,47.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, B_m,Minor,Minor
003608b2,48.0, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES,G#,2.0, B_m,Minor,Minor
003608b2,49.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,A#,5.0, F#M,Major,Major
003608b2,50.0, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO, NO,YES,B,2.0, F#M,Major,Major
003608b2,51.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,3.0, F#M4,Suspended,Suspended
003608b2,52.0, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,1.0, F#M4,Suspended,Suspended
003608b2,53.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
003608b2,54.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_M,Major,Major
003806b_,1.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,D,5.0, E_M7,Seventh,Seventh
003806b_,2.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,4.0, A_m,Minor,Minor
003806b_,3.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3.0, G#d,Diminished,Diminished
003806b_,4.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
003806b_,5.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
003806b_,6.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, G_M,Major,Major
003806b_,7.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
003806b_,8.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2.0, C_M,Major,Major
003806b_,9.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,3.0, A_m6,Sixth,Sixth
003806b_,10.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,5.0, E_M,Major,Major
003806b_,11.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
003806b_,12.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
003806b_,13.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,3.0, G_M7,Seventh,Seventh
003806b_,14.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,F,2.0, G_M7,Seventh,Seventh
003806b_,15.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4.0, C_M,Major,Major
